,name,forward [log2(rna/dna)],reverse [log2(rna/dna)],chr.hg38,start.hg38,stop.hg38
24930,seq42592,-1.402,-0.398,2,157933625.0,157933825.0
24932,seq42603,1.959,1.547,2,158144980.0,158145180.0
24934,seq42610,0.896,-0.698,2,158724290.0,158724490.0
24936,seq42611,-1.145,-1.282,2,158745135.0,158745335.0
24938,seq42624,-1.256,-2.106,2,159044891.0,159045091.0
24940,seq42626,-1.579,-1.002,2,159088994.0,159089194.0
24942,seq42627,-1.037,-1.272,2,159118660.0,159118860.0
24944,seq42634,-1.258,-0.9,2,159475885.0,159476085.0
24946,seq42639,-1.419,-1.857,2,159880802.0,159881002.0
24948,seq42640,-0.987,-0.464,2,159921890.0,159922090.0
24950,seq42653,-1.06,-1.091,2,160226482.0,160226682.0
24952,seq42660,-0.529,-1.708,2,160581555.0,160581755.0
24954,seq42673,-0.259,-1.835,2,161237436.0,161237636.0
24956,seq42674,-1.574,-2.069,2,161237955.0,161238155.0
24958,seq42675,0.5,-0.394,2,161238710.0,161238910.0
24960,seq42676,-2.677,-1.475,2,161239172.0,161239372.0
24962,seq42686,-2.486,-1.526,2,161576530.0,161576730.0
24964,seq42689,-1.673,-1.045,2,161722911.0,161723111.0
24966,seq42709,-1.618,-1.569,2,162903801.0,162904001.0
24968,seq42715,-0.752,-1.408,2,163348685.0,163348885.0
24970,seq42727,-1.584,-0.976,2,164061240.0,164061440.0
24972,seq42728,-0.819,-0.757,2,164103400.0,164103600.0
24974,seq42729,-1.238,-1.462,2,164111539.0,164111739.0
24976,seq42738,-1.17,-0.765,2,164504340.0,164504540.0
24978,seq42739,-1.669,-1.112,2,164514675.0,164514875.0
24980,seq42749,-1.772,-1.309,2,165015130.0,165015330.0
24982,seq42754,-0.797,-0.12,2,165070165.0,165070365.0
24984,seq42758,-1.202,-1.035,2,165406304.0,165406504.0
24986,seq42772,-1.463,-0.786,2,166343595.0,166343795.0
24988,seq42781,1.653,0.973,2,166686204.0,166686404.0
24990,seq4279,-1.374,-1.297,1,121519045.0,121519245.0
24992,seq42791,-0.633,-2.309,2,167210687.0,167210887.0
24994,seq428,1.642,1.991,1,9428890.0,9429090.0
24996,seq4280,0.951,0.727,1,121519515.0,121519715.0
24998,seq42801,-1.154,-1.799,2,167380175.0,167380375.0
25000,seq42807,-0.703,-1.322,2,167697272.0,167697472.0
25002,seq42811,-0.141,-0.315,2,167758340.0,167758540.0
25004,seq42816,-3.505,-1.269,2,168050521.0,168050721.0
25006,seq42818,-1.349,-1.61,2,168116555.0,168116755.0
25008,seq42823,-0.403,-0.972,2,168204370.0,168204570.0
25010,seq42834,-1.792,-0.593,2,168614806.0,168615006.0
25012,seq42835,-0.779,-1.491,2,168639605.0,168639805.0
25014,seq42844,-0.612,-0.981,2,168961715.0,168961915.0
25016,seq42845,0.669,1.284,2,169005235.0,169005435.0
25018,seq42851,-1.28,-2.213,2,169260355.0,169260555.0
25020,seq42857,-1.52,-2.247,2,169768595.0,169768795.0
25022,seq42870,-0.919,-1.88,2,170324755.0,170324955.0
25024,seq42871,-0.3,-0.985,2,170339415.0,170339615.0
25026,seq42880,-0.712,-1.649,2,170582925.0,170583125.0
25028,seq42888,-2.071,-1.318,2,170771150.0,170771350.0
25030,seq42890,-0.735,-1.337,2,170813806.0,170814006.0
25032,seq42895,0.302,-1.175,2,170845410.0,170845610.0
25034,seq42896,-2.949,-0.409,2,170873310.0,170873510.0
25036,seq42901,-1.559,-1.808,2,170973895.0,170974095.0
25038,seq42902,-1.286,-1.473,2,170974356.0,170974556.0
25040,seq42905,-1.041,-0.841,2,171139920.0,171140120.0
25042,seq42908,-0.289,-0.977,2,171260745.0,171260945.0
25044,seq42914,0.111,-1.096,2,171386725.0,171386925.0
25046,seq42918,-3.286,-1.101,2,171483031.0,171483231.0
25048,seq42922,1.568,1.061,2,171553960.0,171554160.0
25050,seq42928,-0.635,-0.98,2,171788439.0,171788639.0
25052,seq42930,-0.606,-1.895,2,172021651.0,172021851.0
25054,seq42931,-1.03,-0.288,2,172022117.0,172022317.0
25056,seq42932,-2.044,-1.515,2,172028220.0,172028420.0
25058,seq42934,-1.791,-0.863,2,172081309.0,172081509.0
25060,seq42935,-1.186,-0.788,2,172082751.0,172082951.0
25062,seq42939,-1.88,-0.783,2,172106325.0,172106525.0
25064,seq42950,-0.192,0.364,2,172381995.0,172382195.0
25066,seq42952,-1.896,-0.758,2,172465529.0,172465729.0
25068,seq42956,-1.192,-0.75,2,172674115.0,172674315.0
25070,seq42957,-2.287,-1.571,2,172674760.0,172674960.0
25072,seq42959,-0.584,-2.666,2,172792046.0,172792246.0
25074,seq42967,-1.083,-1.59,2,173091406.0,173091606.0
25076,seq42969,-1.489,-0.854,2,173184428.0,173184628.0
25078,seq42972,-1.442,-2.058,2,173218445.0,173218645.0
25080,seq42979,-0.594,-0.93,2,173568170.0,173568370.0
25082,seq42988,-1.672,-0.683,2,173959561.0,173959761.0
25084,seq42989,-1.122,-1.092,2,174003677.0,174003877.0
25086,seq42990,1.003,-0.674,2,174013010.0,174013210.0
25088,seq42991,-1.478,-1.127,2,174023877.0,174024077.0
25090,seq43,-0.705,-0.849,1,1080180.0,1080380.0
25092,seq43001,0.008,1.617,2,174328235.0,174328435.0
25094,seq43005,-1.809,-1.399,2,174340351.0,174340551.0
25096,seq43009,-2.744,-2.057,2,174343780.0,174343980.0
25098,seq43027,-0.947,-1.591,2,174787579.0,174787779.0
25100,seq43038,-1.183,-0.064,2,175326046.0,175326246.0
25102,seq43050,-0.554,-0.857,2,175806155.0,175806355.0
25104,seq43051,-1.041,-1.212,2,175834527.0,175834727.0
25106,seq43053,-0.439,-1.684,2,175864195.0,175864395.0
25108,seq43055,0.103,0.221,2,175957930.0,175958130.0
25110,seq43068,2.268,1.1,2,176450005.0,176450205.0
25112,seq43069,-1.055,-0.005,2,176455025.0,176455225.0
25114,seq43073,-1.196,-1.392,2,176553745.0,176553945.0
25116,seq43076,-0.997,-1.002,2,176637485.0,176637685.0
25118,seq43080,-0.721,-1.045,2,176643777.0,176643977.0
25120,seq43102,-0.702,0.08,2,177254505.0,177254705.0
25122,seq43113,-0.474,-0.404,2,177691282.0,177691482.0
25124,seq43119,-0.851,-1.51,2,177797930.0,177798130.0
25126,seq43122,0.86,0.711,2,177906160.0,177906360.0
25128,seq43123,-0.659,-0.662,2,177908369.0,177908569.0
25130,seq43130,-0.707,-2.886,2,178229459.0,178229659.0
25132,seq43131,-0.76,-0.464,2,178269992.0,178270192.0
25134,seq43132,-1.46,-0.943,2,178306465.0,178306665.0
25136,seq43146,-0.55,-1.773,2,179058610.0,179058810.0
25138,seq43161,-0.792,0.879,2,179733584.0,179733784.0
25140,seq43170,-1.843,-0.649,2,180125310.0,180125510.0
25142,seq43173,-0.835,-1.194,2,180359616.0,180359816.0
25144,seq43181,-1.014,-0.787,2,180944460.0,180944660.0
25146,seq43182,-0.983,-0.299,2,180991452.0,180991652.0
25148,seq43194,1.251,1.158,2,181411170.0,181411370.0
25150,seq432,-1.717,-1.051,1,9495315.0,9495515.0
25152,seq43213,-2.105,-1.218,2,182030808.0,182031008.0
25154,seq43215,-0.172,0.403,2,182212734.0,182212934.0
25156,seq43223,-1.226,-1.233,2,182763410.0,182763610.0
25158,seq43252,-0.216,-0.993,2,184461737.0,184461937.0
25160,seq43253,-0.083,0.052,2,184560780.0,184560980.0
25162,seq43257,-0.315,-0.605,2,184824707.0,184824907.0
25164,seq43262,-0.167,-2.047,2,185044460.0,185044660.0
25166,seq43264,-1.647,-1.245,2,185215570.0,185215770.0
25168,seq43266,-1.254,-0.964,2,185291145.0,185291345.0
25170,seq43270,-0.901,-1.327,2,185474134.0,185474334.0
25172,seq43271,0.742,-1.479,2,185484720.0,185484920.0
25174,seq43273,1.92,1.596,2,185568035.0,185568235.0
25176,seq43275,-1.533,-0.436,2,185618825.0,185619025.0
25178,seq43277,-0.019,-1.062,2,185647890.0,185648090.0
25180,seq43284,-1.285,-1.267,2,186257267.0,186257467.0
25182,seq43285,-1.364,-0.948,2,186261675.0,186261875.0
25184,seq43291,-1.183,-0.909,2,187054595.0,187054795.0
25186,seq43293,-0.126,-1.607,2,187138320.0,187138520.0
25188,seq43295,-0.886,-1.339,2,187264309.0,187264509.0
25190,seq43298,-1.343,-2.515,2,187461448.0,187461648.0
25192,seq433,-1.604,-0.601,1,9503374.0,9503574.0
25194,seq43301,0.548,0.709,2,187519865.0,187520065.0
25196,seq43306,0.665,2.109,2,187988474.0,187988674.0
25198,seq43310,-1.571,-0.284,2,188112125.0,188112325.0
25200,seq43317,-1.511,-1.089,2,188369450.0,188369650.0
25202,seq43320,-0.549,-0.777,2,188456230.0,188456430.0
25204,seq43330,-0.826,-1.266,2,189116146.0,189116346.0
25206,seq43335,-1.621,-1.648,2,189254524.0,189254724.0
25208,seq43342,-1.264,-0.731,2,189685571.0,189685771.0
25210,seq43344,-1.246,-1.436,2,189709842.0,189710042.0
25212,seq43345,-1.259,-2.103,2,189751190.0,189751390.0
25214,seq43354,-0.331,-1.237,2,190150155.0,190150355.0
25216,seq43357,0.356,-0.74,2,190314904.0,190315104.0
25218,seq43358,-0.078,0.323,2,190340435.0,190340635.0
25220,seq43362,-0.699,-0.692,2,190562244.0,190562444.0
25222,seq43364,-0.659,-0.12,2,190627895.0,190628095.0
25224,seq4337,-1.084,-1.184,1,144412590.0,144412790.0
25226,seq43383,-1.218,-0.817,2,191280410.0,191280610.0
25228,seq43389,-0.988,-1.108,2,191566370.0,191566570.0
25230,seq43390,-1.625,-1.028,2,191569122.0,191569322.0
25232,seq43393,-1.307,-1.472,2,191713919.0,191714119.0
25234,seq43396,2.822,1.314,2,191762249.0,191762449.0
25236,seq43399,0.184,0.25,2,191869350.0,191869550.0
25238,seq434,0.388,-0.751,1,9546735.0,9546935.0
25240,seq43401,1.061,1.424,2,191901150.0,191901350.0
25242,seq43409,-1.12,-1.139,2,192132700.0,192132900.0
25244,seq43416,-0.736,-1.097,2,192542235.0,192542435.0
25246,seq43418,-1.565,-1.004,2,192551855.0,192552055.0
25248,seq43428,2.241,1.544,2,193171080.0,193171280.0
25250,seq43432,-1.208,-0.41,2,193382660.0,193382860.0
25252,seq43436,1.919,2.645,2,193710358.0,193710558.0
25254,seq43439,-0.892,-0.445,2,193836465.0,193836665.0
25256,seq43441,0.324,-0.877,2,193935216.0,193935416.0
25258,seq4345,-0.052,-0.511,1,144546590.0,144546790.0
25260,seq43450,-1.887,-1.336,2,194842897.0,194843097.0
25262,seq43455,-0.907,-1.6,2,195304430.0,195304630.0
25264,seq43459,-1.219,-0.856,2,195520957.0,195521157.0
25266,seq43460,0.412,0.249,2,195523350.0,195523550.0
25268,seq43472,-1.264,-1.957,2,196241289.0,196241489.0
25270,seq43477,-1.61,-1.46,2,196652969.0,196653169.0
25272,seq43478,-1.221,-1.456,2,196719120.0,196719320.0
25274,seq43479,-0.895,-1.148,2,196743295.0,196743495.0
25276,seq4348,1.032,1.882,1,144552130.0,144552330.0
25278,seq43486,-0.33,-0.76,2,197075875.0,197076075.0
25280,seq43488,-1.946,-1.112,2,197091104.0,197091304.0
25282,seq43494,-0.663,-0.564,2,197359950.0,197360150.0
25284,seq43502,-0.09,-0.446,2,197718431.0,197718631.0
25286,seq43512,-1.134,-1.962,2,198137830.0,198138030.0
25288,seq43514,-0.721,0.031,2,198296750.0,198296950.0
25290,seq43520,-1.442,-1.304,2,198458220.0,198458420.0
25292,seq43525,-1.02,-1.196,2,198717565.0,198717765.0
25294,seq43532,-1.228,-0.763,2,199315425.0,199315625.0
25296,seq43535,-0.013,-0.416,2,199467495.0,199467695.0
25298,seq43543,-0.442,-1.237,2,199625071.0,199625271.0
25300,seq43551,-0.697,-1.508,2,199804881.0,199805081.0
25302,seq43557,1.345,0.255,2,200136770.0,200136970.0
25304,seq43565,-1.968,-0.551,2,200382989.0,200383189.0
25306,seq43579,-1.365,-1.484,2,201139910.0,201140110.0
25308,seq43580,-1.176,-0.804,2,201158435.0,201158635.0
25310,seq43581,-1.068,-0.003,2,201177450.0,201177650.0
25312,seq43592,-0.374,-0.424,2,201796000.0,201796200.0
25314,seq43595,1.272,1.135,2,201858935.0,201859135.0
25316,seq43596,-1.159,-0.618,2,201860645.0,201860845.0
25318,seq43597,-0.685,-0.791,2,201882454.0,201882654.0
25320,seq436,-0.443,-1.907,1,9593936.0,9594136.0
25322,seq43601,-1.979,-0.724,2,201952190.0,201952390.0
25324,seq43609,-0.296,-0.035,2,202033010.0,202033210.0
25326,seq4361,0.214,1.567,1,145425560.0,145425760.0
25328,seq43611,-0.858,-0.959,2,202039792.0,202039992.0
25330,seq43615,-3.431,-0.893,2,202109720.0,202109920.0
25332,seq43616,-0.533,-1.021,2,202149230.0,202149430.0
25334,seq43617,-1.433,-1.876,2,202171335.0,202171535.0
25336,seq43618,-0.3,-0.557,2,202178460.0,202178660.0
25338,seq43622,-0.005,0.24,2,202272185.0,202272385.0
25340,seq43626,-1.454,-1.103,2,202495311.0,202495511.0
25342,seq43639,-2.112,-1.754,2,203066760.0,203066960.0
25344,seq43643,-0.38,-0.368,2,203394645.0,203394845.0
25346,seq43644,-0.623,0.292,2,203396780.0,203396980.0
25348,seq43646,-1.497,-0.769,2,203579132.0,203579332.0
25350,seq43649,-1.137,-1.136,2,203646320.0,203646520.0
25352,seq43654,-1.655,-0.556,2,203874248.0,203874448.0
25354,seq43673,0.594,2.068,2,204282603.0,204282803.0
25356,seq43680,-1.563,-0.662,2,204453984.0,204454184.0
25358,seq43682,-0.59,-0.794,2,204625240.0,204625440.0
25360,seq43697,-0.68,0.806,2,205390977.0,205391177.0
25362,seq43698,-0.304,-0.068,2,205465890.0,205466090.0
25364,seq43701,-0.723,-0.702,2,205563760.0,205563960.0
25366,seq43703,-0.69,-1.213,2,205686215.0,205686415.0
25368,seq43710,-1.574,-1.175,2,205734493.0,205734693.0
25370,seq43711,-1.775,-1.89,2,205763700.0,205763900.0
25372,seq43712,-1.474,-0.613,2,205764265.0,205764465.0
25374,seq43720,-0.384,0.051,2,205858850.0,205859050.0
25376,seq43722,-0.181,-0.638,2,205884071.0,205884271.0
25378,seq43728,-2.224,-1.368,2,205977455.0,205977655.0
25380,seq43729,0.31,0.115,2,206004380.0,206004580.0
25382,seq43730,-1.088,0.736,2,206050764.0,206050964.0
25384,seq43732,-1.948,-0.523,2,206172125.0,206172325.0
25386,seq43738,1.356,0.807,2,206423270.0,206423470.0
25388,seq4374,-1.506,-0.942,1,145849465.0,145849665.0
25390,seq43740,-1.648,-0.574,2,206642255.0,206642455.0
25392,seq43741,-1.752,-1.857,2,206642725.0,206642925.0
25394,seq43748,-1.523,-2.097,2,206831697.0,206831897.0
25396,seq4375,-1.57,-2.186,1,145872130.0,145872330.0
25398,seq4376,-0.928,-0.441,1,145872630.0,145872830.0
25400,seq43760,-1.327,-1.727,2,207245585.0,207245785.0
25402,seq43763,-1.07,0.62,2,207334675.0,207334875.0
25404,seq43764,-1.157,0.13,2,207335181.0,207335381.0
25406,seq43767,-1.219,-0.868,2,207345085.0,207345285.0
25408,seq4377,0.002,-0.249,1,145891955.0,145892155.0
25410,seq43772,0.361,0.342,2,207670985.0,207671185.0
25412,seq43779,-1.279,-0.757,2,207772958.0,207773158.0
25414,seq43780,-1.02,-1.739,2,207791656.0,207791856.0
25416,seq43783,-0.167,-0.666,2,207811073.0,207811273.0
25418,seq43789,-1.428,-0.065,2,207933715.0,207933915.0
25420,seq43798,-1.991,-1.744,2,208112430.0,208112630.0
25422,seq438,-0.012,-0.636,1,9627065.0,9627265.0
25424,seq4380,-0.251,0.275,1,145960770.0,145960970.0
25426,seq43814,-2.379,-1.428,2,208657575.0,208657775.0
25428,seq43815,0.891,2.377,2,208752085.0,208752285.0
25430,seq43819,-0.718,-0.701,2,208823492.0,208823692.0
25432,seq4382,-0.396,-1.156,1,145978963.0,145979163.0
25434,seq43824,-1.542,-1.185,2,209113130.0,209113330.0
25436,seq43825,-0.925,-1.635,2,209145257.0,209145457.0
25438,seq43826,-0.391,-1.935,2,209146059.0,209146259.0
25440,seq43831,-1.157,-1.488,2,209307730.0,209307930.0
25442,seq43842,-1.312,-0.911,2,209817830.0,209818030.0
25444,seq4385,-1.535,-0.532,1,146035545.0,146035745.0
25446,seq43852,0.31,-0.128,2,210181540.0,210181740.0
25448,seq43858,-1.517,-0.927,2,210357028.0,210357228.0
25450,seq43862,-1.026,-1.568,2,210481860.0,210482060.0
25452,seq43867,1.34,1.469,2,210620590.0,210620790.0
25454,seq43869,-0.734,-1.327,2,210713232.0,210713432.0
25456,seq4388,-0.474,-0.781,1,146037970.0,146038170.0
25458,seq43885,2.885,1.983,2,211881552.0,211881752.0
25460,seq43888,-1.727,-0.828,2,212055529.0,212055729.0
25462,seq43889,-0.961,-1.283,2,212237830.0,212238030.0
25464,seq43891,0.041,-1.115,2,212286900.0,212287100.0
25466,seq43892,0.912,0.689,2,212288415.0,212288615.0
25468,seq43894,-0.118,-2.566,2,212484780.0,212484980.0
25470,seq4390,-1.857,-1.041,1,146039350.0,146039550.0
25472,seq43908,-2.165,-1.073,2,213086595.0,213086795.0
25474,seq43924,-1.808,-0.549,2,214293690.0,214293890.0
25476,seq43928,-1.765,-1.059,2,214593805.0,214594005.0
25478,seq43929,-0.053,-0.634,2,214830873.0,214831073.0
25480,seq43933,0.195,-0.284,2,215269950.0,215270150.0
25482,seq43934,-1.075,-1.235,2,215271570.0,215271770.0
25484,seq43937,-1.614,-0.56,2,215414785.0,215414985.0
25486,seq43939,-0.991,-3.005,2,215479918.0,215480118.0
25488,seq43941,-1.139,-0.902,2,215613320.0,215613520.0
25490,seq43944,-0.891,-1.41,2,215794935.0,215795135.0
25492,seq43951,-1.106,-0.743,2,216001340.0,216001540.0
25494,seq43957,-0.52,-1.625,2,216139980.0,216140180.0
25496,seq43960,-1.61,-0.648,2,216283620.0,216283820.0
25498,seq43965,-1.394,-1.409,2,216319788.0,216319988.0
25500,seq43967,2.266,2.022,2,216340030.0,216340230.0
25502,seq43968,0.551,0.815,2,216349535.0,216349735.0
25504,seq43970,-1.026,-1.614,2,216408642.0,216408842.0
25506,seq43972,0.014,0.351,2,216550075.0,216550275.0
25508,seq43977,-1.269,-0.768,2,216637175.0,216637375.0
25510,seq43978,-3.084,-0.818,2,216664572.0,216664772.0
25512,seq43981,-0.49,-1.147,2,216666690.0,216666890.0
25514,seq43986,-0.352,0.55,2,216732441.0,216732641.0
25516,seq43987,-0.515,1.645,2,216746375.0,216746575.0
25518,seq43988,-1.609,-1.534,2,216765875.0,216766075.0
25520,seq43990,-0.93,-0.224,2,216777755.0,216777955.0
25522,seq43991,-1.449,-1.069,2,216792765.0,216792965.0
25524,seq43995,-0.868,-1.323,2,217064425.0,217064625.0
25526,seq43997,-3.21,-1.477,2,217142750.0,217142950.0
25528,seq44005,0.218,-2.425,2,217331555.0,217331755.0
25530,seq4401,-0.478,-1.469,1,146387505.0,146387705.0
25532,seq44013,-0.925,-2.133,2,217551672.0,217551872.0
25534,seq44017,-1.824,-1.04,2,217643025.0,217643225.0
25536,seq44023,-0.137,-0.912,2,217789285.0,217789485.0
25538,seq44029,-1.275,0.035,2,217886810.0,217887010.0
25540,seq44034,0.031,0.21,2,217988100.0,217988300.0
25542,seq44036,-0.728,-0.168,2,217993945.0,217994145.0
25544,seq44037,-1.159,0.318,2,218010232.0,218010432.0
25546,seq44038,-0.676,-0.385,2,218025813.0,218026013.0
25548,seq44039,0.241,-0.27,2,218033888.0,218034088.0
25550,seq44053,-2.15,-1.435,2,218427875.0,218428075.0
25552,seq44057,-0.955,-0.566,2,218785242.0,218785442.0
25554,seq44062,-1.202,-0.273,2,218876720.0,218876920.0
25556,seq44063,-1.362,-1.728,2,218883807.0,218884007.0
25558,seq44065,-0.312,-0.178,2,218896986.0,218897186.0
25560,seq44066,-1.077,-1.52,2,218898320.0,218898520.0
25562,seq44072,1.396,-0.626,2,218982246.0,218982446.0
25564,seq44073,0.386,-0.416,2,218996090.0,218996290.0
25566,seq44074,1.485,0.163,2,218999965.0,219000165.0
25568,seq44075,-0.862,0.154,2,219001730.0,219001930.0
25570,seq44076,-1.5,-0.925,2,219002181.0,219002381.0
25572,seq44077,-0.451,-1.491,2,219002555.0,219002755.0
25574,seq44079,-0.737,-1.263,2,219010240.0,219010440.0
25576,seq44080,0.113,-0.582,2,219029770.0,219029970.0
25578,seq44096,-0.526,-0.64,2,219352530.0,219352730.0
25580,seq44099,-1.017,-0.989,2,219384130.0,219384330.0
25582,seq44101,-1.175,-0.782,2,219405055.0,219405255.0
25584,seq44102,-2.141,-2.124,2,219405550.0,219405750.0
25586,seq44104,-0.879,-2.119,2,219448225.0,219448425.0
25588,seq44107,-0.627,-1.931,2,219476350.0,219476550.0
25590,seq44111,-0.441,-0.006,2,219486529.0,219486729.0
25592,seq44113,-0.563,-1.567,2,219492675.0,219492875.0
25594,seq44115,0.006,-1.593,2,219509780.0,219509980.0
25596,seq44117,-0.518,0.133,2,219521375.0,219521575.0
25598,seq44118,-0.157,0.181,2,219522770.0,219522970.0
25600,seq44123,0.668,0.95,2,219576890.0,219577090.0
25602,seq44124,-1.432,-1.262,2,219619329.0,219619529.0
25604,seq44125,-1.245,-1.317,2,219638210.0,219638410.0
25606,seq44128,1.971,1.438,2,219685150.0,219685350.0
25608,seq44136,-1.826,-0.851,2,219877833.0,219878033.0
25610,seq4414,-0.889,0.137,1,147072630.0,147072830.0
25612,seq44141,-1.038,-1.652,2,219997335.0,219997535.0
25614,seq4415,-2.839,-1.445,1,147073145.0,147073345.0
25616,seq44160,-0.376,-1.107,2,221371376.0,221371576.0
25618,seq44163,-0.159,-1.122,2,221399280.0,221399480.0
25620,seq4417,-1.696,-0.492,1,147078619.0,147078819.0
25622,seq44171,-0.86,-1.408,2,221793135.0,221793335.0
25624,seq44179,0.888,0.199,2,222155110.0,222155310.0
25626,seq4418,-0.883,-1.16,1,147079654.0,147079854.0
25628,seq44180,-1.565,-1.393,2,222174541.0,222174741.0
25630,seq44189,0.651,0.462,2,222368350.0,222368550.0
25632,seq44190,1.031,-0.632,2,222410645.0,222410845.0
25634,seq44196,-1.13,-0.634,2,222478346.0,222478546.0
25636,seq4420,-0.855,-0.507,1,147080900.0,147081100.0
25638,seq44201,0.757,0.081,2,222690665.0,222690865.0
25640,seq44209,0.176,-0.071,2,222971795.0,222971995.0
25642,seq44213,-0.823,-1.102,2,223041620.0,223041820.0
25644,seq44214,-0.606,-0.37,2,223044555.0,223044755.0
25646,seq4422,-0.15,0.529,1,147084895.0,147085095.0
25648,seq44233,-0.488,-1.379,2,223989320.0,223989520.0
25650,seq44237,-0.63,-0.923,2,224025941.0,224026141.0
25652,seq44240,0.338,-0.469,2,224126130.0,224126330.0
25654,seq44243,-1.484,-1.511,2,224359690.0,224359890.0
25656,seq44245,-1.866,-2.174,2,224442431.0,224442631.0
25658,seq44255,-0.338,-0.681,2,225073302.0,225073502.0
25660,seq44263,-1.563,-1.883,2,225381767.0,225381967.0
25662,seq44264,-2.525,-0.469,2,225434123.0,225434323.0
25664,seq44265,-1.461,-1.057,2,225454506.0,225454706.0
25666,seq44273,-1.181,-1.429,2,225768845.0,225769045.0
25668,seq44276,-1.687,-0.793,2,226023475.0,226023675.0
25670,seq44282,-1.029,-1.184,2,226649920.0,226650120.0
25672,seq44289,-0.925,-1.021,2,226813253.0,226813453.0
25674,seq44290,-1.223,-1.264,2,226849437.0,226849637.0
25676,seq44293,-1.787,-1.21,2,227007384.0,227007584.0
25678,seq44296,1.344,-0.492,2,227107185.0,227107385.0
25680,seq44297,-0.746,-0.808,2,227125610.0,227125810.0
25682,seq44299,-0.508,-1.795,2,227191435.0,227191635.0
25684,seq443,-0.689,-1.104,1,9689955.0,9690155.0
25686,seq44301,-1.063,-1.32,2,227270781.0,227270981.0
25688,seq44310,0.472,1.739,2,227661125.0,227661325.0
25690,seq44311,-1.086,-1.201,2,227682843.0,227683043.0
25692,seq44323,-0.004,-0.586,2,228048935.0,228049135.0
25694,seq44332,0.174,0.341,2,228689150.0,228689350.0
25696,seq44333,-0.534,-1.52,2,228690774.0,228690974.0
25698,seq44337,-0.727,1.376,2,229273780.0,229273980.0
25700,seq44338,-1.344,-1.126,2,229342485.0,229342685.0
25702,seq44344,-0.185,-0.347,2,229587200.0,229587400.0
25704,seq44348,-2.586,-1.689,2,229781478.0,229781678.0
25706,seq44349,-1.683,-0.947,2,229801260.0,229801460.0
25708,seq44352,-2.056,-1.403,2,229980614.0,229980814.0
25710,seq44355,2.881,2.179,2,230140765.0,230140965.0
25712,seq4436,-0.563,-1.855,1,147545200.0,147545400.0
25714,seq44360,1.679,1.037,2,230656835.0,230657035.0
25716,seq44363,-0.541,-1.064,2,230824580.0,230824780.0
